Year,Feature_Name,Landcover_Class,Developable_Area_km2,Proportion
2015,King County,Medium Intensity,201.9909,0.18121401933333334
2015,King County,Open Space,249.97469999999998,0.2242621796666667
2015,Kitsap County,Agriculture,12.955799999999998,0.0226901275
2015,Kitsap County,Forest,323.3292,0.5662646245
2015,Kitsap County,High Intensity,4.9052999999999995,0.008590935333333334
2015,Kitsap County,Low Intensity,66.8484,0.11707550833333334
2015,Kitsap County,Medium Intensity,24.0018,0.042035705166666666
2015,Kitsap County,Open Space,138.9453,0.24334309933333334
2015,Lewis County,Agriculture,2.0019,0.20019450449999998
2015,Lewis County,Forest,6.777450000000001,0.6777506058333334
2015,Lewis County,Low Intensity,0.38820000000000005,0.038819774333333334
2015,Lewis County,Medium Intensity,0.010799999999999999,0.0010800125
2015,Lewis County,Open Space,0.8215499999999999,0.08215510266666666
2015,Mason County,Agriculture,31.7841,0.030810867833333335
2015,Mason County,Forest,922.2981,0.8940576259999999
2015,Mason County,High Intensity,0.9432,0.0009143168333333333
2015,Mason County,Low Intensity,25.6116,0.024827395333333335
2015,Mason County,Medium Intensity,6.201899999999999,0.006012026
2015,Mason County,Open Space,44.74785,0.043377768000000004
2015,Pierce County,Agriculture,185.55015,0.08711402133333333
2015,Pierce County,Forest,1380.17235,0.6479786995
2015,Pierce County,High Intensity,42.16335,0.01979539716666667
2015,Pierce County,Low Intensity,187.4886,0.08802428716666666
2015,Pierce County,Medium Intensity,120.3498,0.056503241333333336
2015,Pierce County,Open Space,214.2411,0.10058435383333335
2015,San Juan County,Agriculture,72.1062,0.2191640775
2015,San Juan County,Forest,233.9154,0.7109771635
2015,San Juan County,High Intensity,0.14115,0.0004290206666666667
2015,San Juan County,Low Intensity,6.2373,0.01895804666666667
2015,San Juan County,Medium Intensity,1.0581,0.003216057
2015,San Juan County,Open Space,15.54735,0.0472556345
2015,Skagit County,Agriculture,370.3128,0.5266417838333334
2015,Skagit County,Forest,217.7739,0.309707956
2015,Skagit County,High Intensity,11.179049999999998,0.015898324333333335
2015,Skagit County,Low Intensity,30.77565,0.043767669
2015,Skagit County,Medium Intensity,20.20875,0.02873993383333333
2015,Skagit County,Open Space,52.90875,0.0752443325
2015,Snohomish County,Agriculture,285.2919,0.1551901445
2015,Snohomish County,Forest,1013.6175,0.5513805801666667
2015,Snohomish County,High Intensity,31.800300000000004,0.017298666166666667
2015,Snohomish County,Low Intensity,128.12805,0.06969852666666666
2015,Snohomish County,Medium Intensity,97.7196,0.05315729516666667
2015,Snohomish County,Open Space,281.76765,0.15327478716666668
2015,Thurston County,Agriculture,117.96405,0.21856521866666667
2015,Thurston County,Forest,229.67415000000003,0.4255424351666666
2015,Thurston County,High Intensity,8.86155,0.016419109666666667
2015,Thurston County,Low Intensity,59.12370000000001,0.10954560949999999
2015,Thurston County,Medium Intensity,34.42485,0.06378318549999999
2015,Thurston County,Open Space,89.6712,0.16614444116666668
2015,Whatcom County,Agriculture,507.7029,0.5374033406666666
2015,Whatcom County,Forest,279.8253,0.2961950175
2015,Whatcom County,High Intensity,13.953899999999999,0.014770220166666667
2015,Whatcom County,Low Intensity,40.014,0.04235486233333333
2015,Whatcom County,Medium Intensity,27.5895,0.02920352583333333
2015,Whatcom County,Open Space,75.64755000000001,0.08007303366666667
